No,Comment Id,Comment,Class,Final_Class
4597.0,Ugzw37KBJ9nzXZ0gxlt4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-WᵢₜₕDᵣₐW kapan saja tanpa batas apapun.",,NP
4598.0,UgyIDwKZtGzqtjCdTrh4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Instagram.",,NP
4599.0,UgxNH90mP40t4L7DL7V4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap pikodetik.",,NP
4600.0,UgxcS--mm2GCPV4LLTN4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T race dengan hadiah fantastis.",,P
4601.0,Ugy7KhEI2V689fTVCVZ4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi J3KP0T yang keren.",,P
4602.0,Ugy6dQnYPKnunqxn4eV4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang super kilat maksimal.",,P
4603.0,UgzCIvx46sVvjb4153t4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Reels.",,P
4604.0,Ugx4-pV8xp7d3amapOp4AaABAg,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih mega gila.",,P
4605.0,UgznL172sO2y-qKD9v14AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan gila.",,P
4606.0,UgwWwSu7rOW7uLrrXAZ4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Zoom.",,NP
4607.0,Ugw84FB8Q8QRowAljdV4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-dance.",,P
4608.0,Ugx15oO9DeTjdkM2Uzp4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur demo play buat latihan.",,P
4609.0,Ugxytv4iQDDHu2H_-C94AaABAg,Terimakasih sponsor,,NP
4610.0,Ugzdy8B-D-hgFPxm5dp4AaABAg,5:57 Aris kena mental😂,,NP
4611.0,Ugxk8Ul1ExMdGjAIbxV4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick DEP🅞SIT yang super cepat peta.",,P
4612.0,Ugz_feSLvc4hpV276ll4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah MacBook Pro terbaru.",,P
4613.0,UgwtRib0vJoNlaQddB94AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah istana megah.",,P
4614.0,UgxAoI9IY1uxTu-ngFp4AaABAg,"Anjay sih, di 💞 A L E X I S 1 7 💞 J3KP0T-nya bikin auto kaya mendadak.",,P
4615.0,UgzzTclrc7vFtdltT2p4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim tanpa batas waktu.",,NP
4616.0,UgxKri1wnQLQccQgt4F4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history bonus yang detail peta.",,NP
4617.0,Ugxi9sY3P7WZyinwsaN4AaABAg,Bang add Aku bang 🗿,,NP
4618.0,UgyoY0QFU3vDjK2TBcB4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi ratusan juta.",,P
4619.0,Ugxq9kFpJ5u10Xstlz54AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah MacBook Pro terbaru.",,P
4620.0,Ugxt0IeYko8kvsRhVcZ4AaABAg,"Literally auto sultan di 💞 A L E X I S 1 7 💞, 𝚖𝚘𝚍𝚊𝚕 50k bisa jadi 5 juta!",,P
4621.0,UgzeylbXsE1t4eVwqmx4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi raja finansial.",,P
4622.0,UgxxDB5sSpXHtukV0_h4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history event yang lengkap tera.",,NP
4623.0,Ugyl3OsBGxD6J-F9siJ4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 100k bisa jadi 10 juta.",,P
4624.0,UgzM73k6qKdy3PlHKJR4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar otomatis setiap mikrodetik.",,NP
4625.0,UgxUrO0MMsfKadKos_V4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick DEP🅞SIT yang praktis.",,P
4626.0,UgxMCmRzHuRcL70_NS14AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang super kilat ultra.",,P
4627.0,Ugz_kZqxR9U3subx4f14AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar otomatis setiap pikodetik.",,NP
4628.0,Ugz2285YzjTaNG4fxc54AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback harian tanpa syarat.",,NP
4629.0,Ugwwo_lLZ7Aqs-KsAy14AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-vlog.",,P
4630.0,UgwcnF-v88YG95m90254AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-dance.",,P
4631.0,UgyPjnYcpfccLgu3TUx4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil traveling.",,P
4632.0,UgwJbgqQgm5YO43Ovcl4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Photoshop.",,NP
4633.0,Ugw6UPZGbybfXUqXK5Z4AaABAg,Bang main carX street seru kek nya..,,NP
4634.0,UgwvCVyMHvQtghuFblJ4AaABAg,bg main repo bg🗿,,NP
4635.0,UgzJW6osEP7skAu0FVJ4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang praktis.",,P
4636.0,UgzCzI8zrF_K_9gTFBp4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil liburan.",,NP
4637.0,UgyXtqa5zfV5HNFxMZZ4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick DEP🅞SIT yang super cepat banget.",,P
4638.0,UgzB_bXvenyncX_6HE54AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar dalam hitungan mikrodetik.",,NP
4639.0,UgxSQwXfKFObC3o59qt4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-After Effects.",,NP
4640.0,UgwORrdXuLmchg6MIzB4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history transaksi yang lengkap exa.",,NP
4641.0,UgzQV6srKonntxqp0QZ4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim setiap mikrodetik.",,NP
4642.0,UgxVTzAK2dqnGwJlRAl4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah kuadriliun rupiah.",,P
4643.0,UgzGPE8j13dxQlNAebF4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar tanpa syarat sedikitpun.",,NP
4644.0,UgxXG3vevQ419wM_iHB4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick register yang super cepat mega.",,P
4645.0,UgwuhrsUOCq3mIn_yGh4AaABAg,"Anjir kece, di 💞 A L E X I S 1 7 💞 bisa main dari HP tanpa download app.",,NP
4646.0,UgxeP9vswUAXu3IcJ6d4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim setiap zeptodetik.",,NP
4647.0,UgxVoWrBMNxNATuiHQ94AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Tidal.",,P
4648.0,UgzTIF5lsG1awSGereV4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback mingguan 15%.",,NP
4649.0,Ugyj_MHK8dSUdxhu8a54AaABAg,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih peta maksimal.",,P
4650.0,Ugz5C5MspOkW41oQK1F4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-WeChat.",,P
4651.0,UgykxufzX28RF51gkwx4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap mikrodetik.",,NP
4652.0,UgyqOL3LQqndCPiZ_Q14AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim selamanya.",,NP
4653.0,UgyTfAsspcAKaR7Z7ht4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan peta ultra.",,P
4654.0,UgywRgIlMMBSQO1etEF4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick DEP🅞SIT yang super cepat.",,P
4655.0,UgwN_YWlt-myXz2dudJ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin tiap hari Jumat.",,P
4656.0,Ugwg9pzKH_yS9x3187B4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam sekejap jiwa.",,P
4657.0,UgwZTbuGeDqXRPMtsG14AaABAg,"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 𝒉𝒐𝒌𝒊777",,P
4658.0,UgyjCJmTUDDUqNq1ToR4AaABAg,sombong bangett untung mancingnya di 【H】【o】【k】【i】【7】【7】【7】,,NP
4659.0,UgxbPWzQffDQNHEyJ3h4AaABAg,Semangat terus mang ngontennyaa jangan lupa selalu 【H】【o】【k】【i】【7】【7】【7】,,P
4660.0,Ugw9qwMuQL19MiB6ibd4AaABAg,Makin banyak makin cuan join sekarang affiliate hanya di 【H】【o】【k】【i】【7】【7】【7】 !!,,P
4661.0,UgxInVR8eqhTiJW0c1N4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim sampai big bang berikutnya.",,NP
4662.0,UgzjzoCEAc9lIa1XXR54AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Apple Music.",,NP
4663.0,UgyFtaMtSm7PcM1MuVx4AaABAg,lokasinya bisa langsung di cari di google ada di 【H】【o】【k】【i】【7】【7】【7】,,P
4664.0,UgwoB8tfcK78aQe8dxV4AaABAg,kemaren saya cobain bawa umpang 30K di 𝒉𝒐𝒌𝒊777 dapet besar !!,,NP
4665.0,Ugw23Urx4tEOhf6VggR4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan gila.",,P
4666.0,UgzjbPpb7otofDmiwk54AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur filter RTP yang akurat setiap attodetik.",,NP
4667.0,UgynrjuMBXSIjpgBgZ14AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang super kilat mega.",,P
4668.0,Ugyd7GDTxV-mAtYZRqF4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Capcut.",,P
4669.0,UgzLAfKrPw1slYvFKpx4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim setiap saat.",,NP
4670.0,UgyWYKrEkznB6R4tk1N4AaABAg,"ilya, i love you always",,NP
4671.0,Ugwz-bWgUCBkSbG48x54AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T race dengan hadiah ultra fantastis.",,P
4672.0,Ugw43-3K8KM982nrrw94AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim sampai akhir semesta.",,NP
4673.0,Ugwe60irQAH8X2ldI_F4AaABAg,Ikan ikan apa yang kalau terbang gabisa makan ? Ikan 【H】【o】【k】【i】【7】【7】【7】 lah cari aja di google,,NP
4674.0,UgwICZklV_Mf-Qm5yvJ4AaABAg,Terlalu banyak buang buang waktu jadii langsung saja gass 【H】【o】【k】【i】【7】【7】【7】,,P
4675.0,UgxXLZ5FWiyMg_2dZ_t4AaABAg,umpang 20K bisa dapet besar kalau di 【H】【o】【k】【i】【7】【7】【7】 bosku,,NP
4676.0,UgxwDMF5w6NKDj2bj9h4AaABAg,"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 𝒉𝒐𝒌𝒊777",,P
4677.0,UgxDk0dqwQC3vlnGXkd4AaABAg,Yaa elahhh baaruu tauu sayaa kalauu 【H】【o】【k】【i】【7】【7】【7】 terbaik,,P
4678.0,UgwCP3jZSakP-M9GLH94AaABAg,"ikan sapu sapu makan kail, 【H】【o】【k】【i】【7】【7】【7】 gapernah salah !!",,NP
4679.0,Ugwj_3BMGo8-EFhB-zN4AaABAg,kemaren saya cobain bawa umpang 30K di 【H】【o】【k】【i】【7】【7】【7】 dapet besar !!,,NP
4680.0,UgyauleDOHoK0OFWXSR4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah kuadriliun rupiah.",,P
4681.0,Ugzi1IqTdVjbQPWQ_SR4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main sambil rebahan di kasur.",,NP
4682.0,UgwlMK7vgUEJOIERbBh4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin tiap bulan.",,P
4683.0,UgxlLU6An6ySZYQVY-94AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history bonus yang detail tera.",,NP
4684.0,UgzsQazLFaf1c6hUPRB4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah mobil mewah.",,P
4685.0,Ugw7Evf-VFATVjckvD94AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Disney+.",,P
4686.0,Ugx_W6VYpuC3oZLo_nl4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan maksimal.",,P
4687.0,UgzvkXb5yuFjCUWoIIt4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim setiap yoctodetik.",,NP
4688.0,UgwNsX-NWnE0Vt49AHV4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap femtodetik.",,NP
4689.0,Ugy8WCi9hoW8WGRp3hd4AaABAg,Paling joss emng boskuu 𝒉𝒐𝒌𝒊777 cobainn,,P
4690.0,UgyPpuNSoUzQT9jeUPZ4AaABAg,ikan patin ikan sapu sapu 𝒉𝒐𝒌𝒊777 dijamin paling jitu,,NP
4691.0,UgzTjosKznQs0jyw_gR4AaABAg,Izinn kakkk mau tanya 【H】【o】【k】【i】【7】【7】【7】 itu apaa yaa ?,,NP
4692.0,UgxC_J7lwq2w-VLOso54AaABAg,gak pernah nyesel 【H】【o】【k】【i】【7】【7】【7】 langsung jadi banyakk boskuuu,,P
4693.0,UgwCe1yBI9rBRiyRuQV4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar dalam hitungan attodetik.",,NP
4694.0,Ugx0__3a1bHOA3gpPZF4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history transaksi yang lengkap peta.",,NP
4695.0,Ugw6EjcyvARx7A73Ie94AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah Samsung terbaru.",,P
4696.0,UgxCGNksL6Ad-QB47fp4AaABAg,"Skuy gaes, di 💞 A L E X I S 1 7 💞 game SL🅞T-nya auto bikin cuan melimpah.",,P
4697.0,Ugz7Wwx7AvSW4Z2NDsp4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick register yang super cepat exa.",,P
4698.0,UgwYcJkekcUlfJb7KkR4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap jam.",,NP
4699.0,Ugzd5BljrRw83QSlcrl4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Adobe.",,P
4700.0,UgybKh7mzGCvkcQi9GF4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah roket pribadi.",,P
4701.0,UgzSFcrLuic-4PlT2j14AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang kilat.",,P
4702.0,Ugzk7D82M55WEnAL5-l4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah hyperverse pribadi.",,P
4703.0,Ugw2b02PLG17g-HEFjF4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar dalam hitungan femtodetik.",,NP
4704.0,Ugx2k1TDwNcOxPYGIpR4AaABAg,Tumben biasanya abis 1/2 menit ada iklan manual,,NP
4705.0,UgwSGEZJ0wIU8kIV6VZ4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan tera.",,P
4706.0,UgwAfYDBcl1FzZfpvd94AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan zetta.",,P
4707.0,Ugypua5JKfdEnkm5qe94AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 100k bisa jadi 10 juta.",,P
4708.0,Ugw-E2dHhj0e45zEAVt4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar dalam hitungan attodetik.",,NP
4709.0,UgwFQIV8u8shZoruwXF4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin tiap hari.",,P
4710.0,Ugy2nnbUO-n8BbKGHS54AaABAg,"Gercep banget, di 💞 A L E X I S 1 7 💞 WᵢₜₕDᵣₐW cuma 1 menit langsung cair!",,P
4711.0,UgzanoD-IDUdyojmEFB4AaABAg,Tio Kafir Tio Kafir,,NP
4712.0,UgwOW9JwmprTjIca_lZ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah emas batangan 10 ton.",,P
4713.0,Ugz9tVaZ9UXmjKJ0XO54AaABAg,VRJMN telah membeli KoiT,,NP
4714.0,Ugxzbhfh218ajYHNlf54AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history transaksi yang lengkap mega.",,NP
4715.0,Ugzbg0kBO3ZXeclU9AR4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang cepat.",,P
4716.0,Ugy08PN65Y5dWC_LU154AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah emas 24 karat.",,P
4717.0,Ugw-vyk53lgb5Byfiv54AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history event yang lengkap super.",,NP
4718.0,UgwqUwmh-pVk5VKQ8lN4AaABAg,"Anjay sih, di 💞 A L E X I S 1 7 💞 J3KP0T-nya bikin auto kaya mendadak.",,P
4719.0,Ugyp6qSROd4xiRBF4sx4AaABAg,01:45 gimana ga betah kalo menangnya dari 𝗛𝗢𝗞𝗜𝟳𝟳𝟳,,NP
4720.0,Ugz7STEynSDLufGhw_94AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T tiap hari.",,P
4721.0,UgymrzQrjmelcpLw-7x4AaABAg,"Gokil sih, di 💞 A L E X I S 1 7 💞 CS-nya fast respon 24 jam nonstop.",,P
4722.0,Ugxb49f8s6DJ8OpnVLZ4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback mingguan 10%.",,NP
4723.0,Ugw8XT3y6vtsUmDvy3p4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick register yang super cepat ultra.",,P
4724.0,Ugwd1tkhWQKpzw9fDrh4AaABAg,"dulu ""aduh mouse ku lari"" Sekarang ""mouse ku ilang""",,NP
4725.0,UgyraE-NaTypIjcjFBF4AaABAg,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih parah.",,P
4726.0,UgxtDDJU9y7W6i5onqV4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran rupiah.",,P
4727.0,UgwolQOK3ZKP7eqoC594AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan peta ultra.",,P
4728.0,UgzF6HdTAbXjz6gowuZ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T race dengan hadiah exa fantastis.",,P
4729.0,Ugw10MK1RrWDwmE39H54AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi DEP🅞SIT yang canggih.",,NP
4730.0,UgzbobtidqmlTUEMBb94AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Bora Bora.",,P
4731.0,UgwyGOnYr5hk0J1O0yd4AaABAg,6:57 black bird sizbzbksinwhxy gablay,,NP
4732.0,Ugzak-Jx2LVW3WQMaXx4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T race dengan hadiah giga fantastis.",,P
4733.0,Ugxe41bQDR2aDKdJ-IF4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 promo weekend-nya bikin auto sultan.",,P
4734.0,UgwvuKBDi6JI_oKFaXp4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil chattingan.",,P
4735.0,UgwjSR_VVTb_S2MzEQZ4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-WᵢₜₕDᵣₐW langsung.",,P
4736.0,UgyhwDqTkblmKeAENAZ4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil makan.",,P
4737.0,UgyzTNp0mHIdYe6xGsd4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T tiap hari.",,P
4738.0,UgyLss_fyFigQj6fXcJ4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim setiap attodetik.",,NP
4739.0,Ugyn89Xki4Pxm78_Mmd4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin tiap hari Jumat.",,P
4740.0,UgzER5XpabmymdogFrh4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Cinema 4D.",,P
4741.0,UgxjLv1iqOSCCoT_EkR4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-RCTI+.",,P
4742.0,UgxkqoJrsvNeM9_A-yt4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar otomatis tiap jam.",,NP
4743.0,Ugz3Caynu_Cx_Mi2BDh4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi J3KP0T yang keren exa.",,P
4744.0,Ugw5G3yO027EpnQdm0t4AaABAg,Kita bertemu lagi di bulan depan wkwk atau ga tahun depan 😂😂,,NP
4745.0,UgxR3X4X0Npc-zaccS54AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nongkrong.",,P
4746.0,Ugwu04zLksCPga2NklJ4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang super kilat ultra.",,P
4747.0,UgzGzu1lf58IJcErjht4AaABAg,"""Manchong i love you""",,NP
4748.0,UgzOD0DOIE9HfC00ZvJ4AaABAg,Salfok ketemu anak PE 7:17,,NP
4749.0,UgxVGwUCjGwf3qh4uKl4AaABAg,Sekali upload lgsg mledagggkkkk🔥🔥🔥🔥🔥🔥,,NP
4750.0,UgxnBdTSEZEepBbRuPR4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main sambil rebahan di kasur.",,NP
4751.0,UgzhUn_0V0dHY65voyN4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Reels.",,P
4752.0,UgxAcr-VhGtkqfEf4y54AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-gym.",,P
4753.0,UgxbYNCMA7P0X-tgNmZ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 minimal DEP🅞SIT cuma 10k doang.",,P
4754.0,UgxLOlIb3eQO2TEe3Th4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-dance.",,P
4755.0,UgzJGFHMftbo02MQzLZ4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam hitungan attodetik.",,P
4756.0,UgwGYI0qn_KVdqmzTEd4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Story.",,NP
4757.0,UgzDSeQoxz5P-gsfyQF4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Bora Bora.",,P
4758.0,UgwYG79XEJfRt7ylvmp4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan super.",,P
4759.0,Ugy1okFpE2P46LXwGUV4AaABAg,Tio kafir abadi😂,,NP
4760.0,UgzxtrP2eb8bFjMnnu54AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi WᵢₜₕDᵣₐW yang canggih ultra.",,NP
4761.0,UgyciSdy_yDMe8RPB-t4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Meme.",,P
4762.0,Ugy_O9nYWAH-r-gFxMp4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim non-stop.",,NP
4763.0,Ugzku397TRKIyIeoAYZ4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan super.",,P
4764.0,UgznL8nrXu-TK5avRZ54AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang praktis.",,P
4765.0,Ugwquw3Ay3-cak2iQbF4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Apple Music.",,NP
4766.0,UgyhKz0m4PwgM3KYJ3J4AaABAg,8:17. Bapaknya MauMandi. Anaknya LagiDuduk sama LagiLaper 😭😭😭,,NP
