No,Comment Id,Comment,Class
4090,UgyKd7FsmCuzv-vNsH14AaABAg,"alexis17 dapet epic fail dong tadi malem, hoki tingkat dewa.",
4091,UgyC74T5g0sRXOjIUcR4AaABAg,"Gear gaming ALEXIS17 keren banget, sultan mah bebas.",
4092,Ugx7ljTJxzKhBnL81MF4AaABAg,"Solid banget timnya 𝐀𝐋𝐄𝐗𝐈𝐒17, pantesan sering comeback is real.",
4093,UgwlB6iMtTqgvA6loe94AaABAg,Ada yang kenal ALEXIS17? Mau ajak streaming.,
4094,UgzUpT3fL_LGM6hL6It4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi turnamen banget, auto win!",
4095,UgxEbPyH3WN7bfLTz1B4AaABAg,"ALEXIS17 lagi apes, epic fail mulu dari tadi.",
4096,UgxdVr7ohQ9qWNC5uYV4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi toxic banget, auto win!",
4097,UgyQtaD9mVXWAXtlr014AaABAg,"Gila, alexis17 tadi noob banget, auto win!",
4098,Ugy-6Bn_qkMaZrurVp14AaABAg,Hp kentang gini mana kuat kayak alexis17 pas ikut mabar.,
4099,UgzVSog7zH2wCui_6Vd4AaABAg,"Solid banget timnya alexis17, pantesan sering noob.",
4100,UgzJIpxTKf3D8-6sRjt4AaABAg,"Walaupun squad, ALEXIS17 tetep semangat streaming.",
4101,UgyPlrRx2qazcZuZuuN4AaABAg,Ada yang kenal alexis17? Mau ajak top up.,
4102,Ugz9Np9R7_FJvpDMBqF4AaABAg,"Jangan remehin alexis17, sekali headshot kelar semua.",
4103,UgytZrWBGazLBq_aWxZ4AaABAg,"Cita-cita jadi pro player kayak ALEXIS17, tapi masih livestream.",
4104,UgxnjK0BG_LzTArKqUF4AaABAg,"Info mabar dong, 𝐀𝐋𝐄𝐗𝐈𝐒17 lagi nyari temen nih.",
4105,UgxT3-J9fLNDGBKmFDh4AaABAg,"Update ngendok kali ini gede banget, ALEXIS17 udah kelar download belom?",
4106,Ugx60aMfFUTMoM70MU14AaABAg,"alexis17 dapet epic fail dong tadi malem, hoki tingkat dewa.",
4107,UgyYDYkHG5evg0SMQMl4AaABAg,"Gila, ALEXIS17 tadi kill streak banget, auto win! Serius!",
4108,Ugwk1xXswS_brOIs_Tl4AaABAg,Player clutch moment kayak alexis17 emang langka.,
4109,Ugzjvwtxxuxh51PyqTd4AaABAg,"Judul lagu ""yesterday"" 7:00 dong teman-teman, aku benar² lupa",
4110,Ugzx5F6YP3JlgxxvZER4AaABAg,"Squad alexis17 lagi open recruitment tuh, gaskeun!",
4111,UgwwDLZz3aMljccP8c54AaABAg,"Cita-cita jadi pro player kayak alexis17, tapi masih livestream.",
4112,Ugx7PB3eAANSI8SB95J4AaABAg,"Tim alexis17 kena comeback, bikin emosi pasti.",
4113,UgwHSjiCsBGxn73M1194AaABAg,"Alexis17 dapet toxic dong tadi malem, hoki tingkat dewa.",
4114,Ugx5O1sLdXno9_UAp4F4AaABAg,Player clutch moment kayak alexis17 emang langka.,
4115,UgydbK-tx1jtOpaE9Q54AaABAg,Player di-carry kayak ALEXIS17 emang langka.,
4116,UgwHJnpvvTm826xZK3d4AaABAg,"Pengen punya PC kayak ALEXIS17, biar nge-game lancar jaya.",
4117,UgxPSpIZWj4hFr7iRqh4AaABAg,"Ngakak liat kelakuan 𝐀𝐋𝐄𝐗𝐈𝐒17 pas nonton turnamen, squad banget.",
4118,Ugw3tXcL5goQyYRyC-V4AaABAg,Ada yang kenal ALEXIS17? Mau ajak beli skin.,
4119,UgywLmTLO2HPVebKG4p4AaABAg,"Update livestream kali ini gede banget, 𝐀𝐋𝐄𝐗𝐈𝐒17 udah kelar download belom?",
4120,UgwzR8lpN5awRKEmyQh4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas ikut mabar.,
4121,UgwppErD2kTOSRE3xax4AaABAg,"Walaupun epic fail, Alexis17 tetep semangat nonton turnamen.",
4122,UgxxQGjNerQDUJUuS_V4AaABAg,"Gear gaming ALEXIS17 keren banget, sultan mah bebas.",
4123,UgymUu_0L4RiW52DImR4AaABAg,"alexis17 dapet damage gak ada obat dong tadi malem, hoki tingkat dewa.",
4124,UgxbtKFUtkZKnndG7Mx4AaABAg,"Si 𝐀𝐋𝐄𝐗𝐈𝐒17 jago banget GGWP nya, gila sih.",
4125,UgwSqPhRR8P22BhUCHF4AaABAg,Ada yang kenal alexis17? Mau ajak top up.,
4126,UgxrOAon6zWKWYwoAnB4AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih headshot.",
4127,UgzWZkwX8fMnvkCm9Xh4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi squad banget, auto win!",
4128,UgwIcKyUG24WednJ0jd4AaABAg,"Gila, ALEXIS17 tadi turnamen banget, auto win!",
4129,UgyZ8Mi2WIw-ywU_-nl4AaABAg,"Si 𝐀𝐋𝐄𝐗𝐈𝐒17 jago banget nge-carry nya, gila sih.",
4130,UgyWlUeNmb0hJg64Hbl4AaABAg,"Kalo 𝐀𝐋𝐄𝐗𝐈𝐒17 udah skin gratisan, yang lain minggir aja.",
4131,UgxUfuy68pI8CnsIJ7x4AaABAg,Ada yang kenal alexis17? Mau ajak top up.,
4132,Ugze_gJc9dGyKzv5gJ94AaABAg,Hp kentang gini mana kuat kayak alexis17 pas bikin konten.,
4133,UgzSsiGbD0sbvI57vJB4AaABAg,Ada yang tau build noob paling OP? Tanya 𝐀𝐋𝐄𝐗𝐈𝐒17 kali ya.,
4134,UgziEc7Lt_8Uv7vqxKZ4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, kompetitif abis pasti.",
4135,Ugx-Te7kderwFOv-WUx4AaABAg,"alexis17 dapet cheat dong tadi malem, hoki tingkat dewa.",
4136,UgyIc0Unl1dw5E0bwOV4AaABAg,"alexis17 dapet cheat dong tadi malem, hoki tingkat dewa.",
4137,UgwKorPmWaVcIY8c2CF4AaABAg,"Info mabar dong, alexis17 lagi nyari temen nih.",
4138,Ugx6DzkJpm6jrffUagp4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi squad banget, auto win!",
4139,UgxLUVhtzQXkOp0hSkl4AaABAg,Coba main REPO gak sih bg manca😁,
4140,UgygKW0gIhrjbITTn8x4AaABAg,"alexis17 dapet epic fail dong tadi malem, hoki tingkat dewa.",
4141,Ugy52gmIR87-xzyui894AaABAg,"ALEXIS17 lagi push rank skin gratisan, bantu doa gaes!",
4142,UgzZQmW0rKOLD7zaEyp4AaABAg,"Cita-cita jadi pro player kayak alexis17, tapi masih livestream.",
4143,UgyCjZltwayc8Z6JnOJ4AaABAg,"Tim Alexis17 kena comeback, santai aja pasti.",
4144,UgwlXMZdnjceuo0_p-R4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi turnamen banget, auto win!",
4145,UgzmcO7TZtj0P_zF_MF4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi toxic banget, auto win!",
4146,UgxV2JqX72lyMgNE2Fd4AaABAg,"Cita-cita jadi pro player kayak ALEXIS17, tapi masih livestream.",
4147,UgwJXZw3q0pfNche0At4AaABAg,"alexis17 dapet damage gak ada obat dong tadi malem, hoki tingkat dewa.",
4148,UgwGO74_Cb7a3BPFc6N4AaABAg,"Kalo 𝐀𝐋𝐄𝐗𝐈𝐒17 udah skin gratisan, yang lain minggir aja.",
4149,UgyVV9qVaOlpdWJSOUh4AaABAg,"Tim alexis17 kena comeback, bikin emosi pasti.",
4150,UgzXm5CtYzLjkC6TPOd4AaABAg,"Gila, ALEXIS17 tadi kill streak banget, auto win! Serius!",
4151,Ugx-zRwzaaH7856nBDp4AaABAg,"Wih, Update build item kali ini gede banget, 𝐀𝐋𝐄𝐗𝐈𝐒17 udah kelar download belom?",
4152,Ugzc0LiIWE-o2AwXtVp4AaABAg,Ada yang tau build turnamen paling OP? Tanya Alexis17 kali ya. Cuy!,
4153,Ugxafj6uSQh3ico-Id54AaABAg,"Kalo 𝐀𝐋𝐄𝐗𝐈𝐒17 udah skin gratisan, yang lain minggir aja.",
4154,Ugwgfaa4Eo8ridan7SZ4AaABAg,"Update build item kali ini gede banget, ALEXIS17 udah kelar download belom?",
4155,Ugxbj61zRPQogGNTNj94AaABAg,Hp kentang gini mana kuat kayak alexis17 pas bikin konten.,
4156,Ugwkr8LI9fzzz94Tu6t4AaABAg,Bang coba main rematch,
4157,Ugw1J3wHNeCjOSoaSz94AaABAg,"Alexis17 dapet troll dong tadi malem, hoki tingkat dewa.",
4158,Ugy_q_N8MAkVcHUt6Pt4AaABAg,"Tim alexis17 kena comeback, bangga banget pasti.",
4159,Ugxdo43wf6U7MVPR7814AaABAg,"Walaupun epic fail, Alexis17 tetep semangat nonton turnamen.",
4160,UgzKsVc5NQaGMfzrNZV4AaABAg,"alexis17 dapet epic fail dong tadi malem, hoki tingkat dewa.",
4161,UgzTwNPHcudLd6_DfLl4AaABAg,Ada yang tau build headshot paling OP? Tanya ALEXIS17 kali ya.,
4162,Ugz128rEFoesTQW1bW54AaABAg,"Gila, alexis17 tadi noob banget, auto win!",
4163,Ugy4-eRQehMtll5sEXB4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi turnamen banget, auto win!",
4164,Ugwu1sznzc19vqUOvbd4AaABAg,"alexis17 dapet epic fail dong tadi malem, hoki tingkat dewa.",
4165,UgzrhbYFa8Fjce-_JLF4AaABAg,"Solid banget timnya alexis17, pantesan sering headshot.",
4166,UgyNlAbfnt5QSCoQ9L14AaABAg,"Gila, ALEXIS17 tadi turnamen banget, auto win!",
4167,UgySMY0y6GWi8MXftvJ4AaABAg,"Si 𝐀𝐋𝐄𝐗𝐈𝐒17 jago banget nge-carry nya, gila sih.",
4168,Ugwedu6ZCmOzDZx70q14AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih headshot.",
4169,UgwV65PI6ifE6YM1-554AaABAg,"Kalo Alexis17 udah epic fail, yang lain minggir aja.",
4170,UgxLIDR14nP7VjFdudN4AaABAg,"Tim alexis17 kena comeback, bikin emosi pasti.",
4171,Ugz7CdJJwOpxBwiXffN4AaABAg,Ada yang tau build headshot paling OP? Tanya ALEXIS17 kali ya.,
4172,Ugy3GK_eo1Oz3ZVX6-Z4AaABAg,"Kalo alexis17 main, pasti war nya bagus.",
4173,Ugxbp3KL-F4ra3zwy0F4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, seru banget pasti.",
4174,UgwbI5ULq3F1IbMMVUR4AaABAg,😁,
4175,UgyInOpFp9w3Sojgn-l4AaABAg,aku,
4176,UgzBRBntxu6TsIp2K0d4AaABAg,"Tim ALEXIS17 kena comeback, butuh hoki pasti.",
4177,Ugy_-sYDtxB0NZMOP1l4AaABAg,"Gear gaming ALEXIS17 keren banget, sultan mah bebas.",
4178,Ugz5qRXq640UrKnR32F4AaABAg,"Si 𝐀𝐋𝐄𝐗𝐈𝐒17 jago banget nge-carry nya, gila sih.",
4179,UgztoQUF_LbChQMn4gt4AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih headshot.",
4180,UgzxjBpEYqMepr4NHZp4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, seru banget pasti.",
4181,UgwzBFXpgEhbs97yXel4AaABAg,"Info mabar dong, alexis17 lagi nyari temen nih.",
4182,UgxdvSqv_u32i9ftvB54AaABAg,Halo ca,
4183,UgzLrNImZjGR8gC_XUR4AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas update game.,
4184,UgwKne0STNDAzMtj4hl4AaABAg,"Njir, Semalam beli skin bareng ALEXIS17 sampe pagi, capek tapi puas.",
4185,Ugz068S-T7IsMCdMhCF4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, capek tapi puas pasti.",
4186,UgyFyp2z5udbVROeUPd4AaABAg,"Info mabar dong, alexis17 lagi nyari temen nih.",
4187,UgzOcqnYZQbjVDmDkIF4AaABAg,"Gear gaming ALEXIS17 keren banget, sultan mah bebas.",
4188,UgzRuMYRdVj6oSInPH54AaABAg,Ada yang kenal ALEXIS17? Mau ajak streaming.,
4189,UgzeEG4SGtSLtg7C5w54AaABAg,"Liat si alexis17 main, skillnya troll banget.",
4190,UgxjTYZydqpmr5rjFbp4AaABAg,"Asli, Jangan remehin 𝐀𝐋𝐄𝐗𝐈𝐒17, sekali sultan kelar semua.",
4191,UgzdEywtaJsRDK1wjUl4AaABAg,"Pengen punya PC kayak ALEXIS17, biar nonton turnamen lancar jaya.",
4192,UgykFW1YD1JnVUcB2bR4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas ikut mabar.,
4193,UgzG6X39CmhfI1jPcRB4AaABAg,Ada yang kenal alexis17? Mau ajak top up.,
4194,Ugx189d7edQFh7I4fOd4AaABAg,"Walaupun epic fail, Alexis17 tetep semangat nonton turnamen.",
4195,UgzaeKrGJkJ2N-DMzA94AaABAg,Ada yang tau build build item paling OP? Tanya Alexis17 kali ya.,
4196,Ugxeh5ahl2mbTH7lKW94AaABAg,Ada yang tau build turnamen paling OP? Tanya Alexis17 kali ya. Cuy!,
4197,Ugwyji9bpaO9-YxdUdR4AaABAg,"Liat si alexis17 main, skillnya troll banget.",
4198,UgzqZoZCGcTxsMDfpCx4AaABAg,"Alexis17 lagi apes, nge-rush mulu dari tadi.",
4199,UgzpIl67I4bwRw7GBpt4AaABAg,"Walaupun squad, ALEXIS17 tetep semangat streaming.",
4200,UgwwOpOSkJjzMtD4bSN4AaABAg,"Alexis17 lagi push rank ulti, bantu doa gaes!",
4201,UgxMlJSosvKyGLUhRyd4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, capek tapi puas pasti.",
4202,UgxengLDB4N6zFe6D714AaABAg,"Liat si alexis17 main, skillnya nge-rush banget.",
4203,Ugwj1u-ppDP0SkbGI8N4AaABAg,"Kalo ALEXIS17 udah damage gak ada obat, yang lain minggir aja. Asli!",
4204,UgzW3lObP7Z6vroUNOt4AaABAg,"Walaupun AFK, 𝐀𝐋𝐄𝐗𝐈𝐒17 tetep semangat update game.",
4205,UgzGpqTApYx0IMoR6UN4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, kompetitif abis pasti.",
4206,UgxyfU5YVb34skG58qZ4AaABAg,"Walaupun epic fail, Alexis17 tetep semangat nonton turnamen.",
4207,Ugx1Npbxw6r5EwU0WxJ4AaABAg,Ada yang tau build turnamen paling OP? Tanya Alexis17 kali ya. Cuy!,
4208,UgzAYNFgCUsdkNF7WqF4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi squad banget, auto win!",
4209,UgwsgT7dEwAuiEcLEY94AaABAg,"Kalo alexis17 udah turnamen, yang lain minggir aja.",
4210,UgywqtnR9g1MKz2hYm14AaABAg,"Update nge-carry kali ini gede banget, Alexis17 udah kelar download belom? Cuy!",
4211,UgzWgA4Mszt19QSPhP94AaABAg,Mabar kuy? Cari lawan buat Alexis17 nih.,
4212,UgxCLekdL4UDhc49pZd4AaABAg,"Liat si alexis17 main, skillnya nge-rush banget.",
4213,UgzAa7YdEHNJnvHvpcN4AaABAg,Ada yang tau build build item paling OP? Tanya Alexis17 kali ya.,
4214,UgySNHPuwVJypiOPx6B4AaABAg,"Update ngendok kali ini gede banget, ALEXIS17 udah kelar download belom?",
4215,UgwBFFtErIS-8OMvrId4AaABAg,"Lagi update game nih, ditemenin 𝐀𝐋𝐄𝐗𝐈𝐒17. butuh hoki!",
4216,UgwVjWhDUC8ubgqJrRl4AaABAg,"Solid banget timnya 𝐀𝐋𝐄𝐗𝐈𝐒17, pantesan sering comeback is real.",
4217,Ugw3DqaPnrziJsdpGSx4AaABAg,"Solid banget timnya 𝐀𝐋𝐄𝐗𝐈𝐒17, pantesan sering comeback is real.",
4218,UgxMsV_Sem_Bi_xi_Eh4AaABAg,"Kalo 𝐀𝐋𝐄𝐗𝐈𝐒17 main, pasti di-carry nya bagus.",
4219,UgwdRiGckT8KfiNPrlN4AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas update game.,
4220,UgwS3mHRz74KVHI4u7h4AaABAg,"Pengen punya PC kayak ALEXIS17, biar nge-game lancar jaya.",
4221,UgwBP4xnfgLI34Lps8t4AaABAg,"Solid banget timnya 𝐀𝐋𝐄𝐗𝐈𝐒17, pantesan sering comeback is real.",
4222,UgxoBOg6IR3DjJpzKkh4AaABAg,"Tim ALEXIS17 kena comeback, butuh hoki pasti.",
4223,Ugxcf2WKvLfmFlN1yDl4AaABAg,"Kalo alexis17 udah ping gede, yang lain minggir aja.",
4224,Ugxxjpk9tAWBJIpCHtl4AaABAg,"Solid banget timnya alexis17, pantesan sering noob.",
4225,Ugz0_G0QRcknkh-L-pp4AaABAg,"Njir, Semalam beli skin bareng ALEXIS17 sampe pagi, capek tapi puas.",
4226,Ugwlpvpwso32Ekw8v5N4AaABAg,Ada yang tau build turnamen paling OP? Tanya Alexis17 kali ya. Cuy!,
4227,UgyTe-QvoHg4G1NVl794AaABAg,Hp kentang gini mana kuat kayak alexis17 pas bikin konten.,
4228,UgxDjhmTVhQA8blmRjF4AaABAg,"Damage Alexis17 gak ada obat, musuh auto rata.",
4229,UgxOfRaIZzYJtw0Br5l4AaABAg,Player di-carry kayak ALEXIS17 emang langka.,
4230,Ugz7UGvcMbnsKSecuGd4AaABAg,Ada yang kenal Alexis17? Mau ajak download game baru.,
4231,UgxG9ozfGTPX2eIHiqZ4AaABAg,Ada yang tau build noob paling OP? Tanya 𝐀𝐋𝐄𝐗𝐈𝐒17 kali ya.,
4232,UgxMKg8PZB5s6r6-pIh4AaABAg,Player clutch moment kayak alexis17 emang langka.,
4233,UgxHSMynzpks0RQAnpp4AaABAg,Mabar kuy? Cari lawan buat alexis17 nih. Keren!,
4234,Ugxx15Q5NdEGII-adMF4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi turnamen banget, auto win!",
4235,UgzgLB9RIhAkAfDCtaB4AaABAg,"Gila, ALEXIS17 tadi kill streak banget, auto win! Serius!",
4236,UgzHPIUXPUbpTDN8Jix4AaABAg,"Update livestream kali ini gede banget, 𝐀𝐋𝐄𝐗𝐈𝐒17 udah kelar download belom?",
4237,UgzAZ41wWyOZNnTdO054AaABAg,"Solid banget timnya alexis17, pantesan sering headshot.",
4238,UgwlaaLB7xdKMFozs294AaABAg,Player clutch moment kayak alexis17 emang langka.,
4239,UgzHjkjdWB9yFFiZewN4AaABAg,Ada yang tau build turnamen paling OP? Tanya Alexis17 kali ya. Cuy!,
4240,UgzU3AcIW8xszFkRdPl4AaABAg,"Gila, alexis17 tadi noob banget, auto win!",
4241,UgxQcsIbknPJaoj3PmZ4AaABAg,Ada yang tau build noob paling OP? Tanya 𝐀𝐋𝐄𝐗𝐈𝐒17 kali ya.,
4242,UgwgkugyOc3sgchKERt4AaABAg,"alexis17 dapet cheat dong tadi malem, hoki tingkat dewa.",
4243,UgzVtMelOBO_dUJuxFZ4AaABAg,Ada yang tau build turnamen paling OP? Tanya Alexis17 kali ya. Cuy!,
4244,Ugz7aOCb0p0E78cnhcR4AaABAg,"Tim Alexis17 kena comeback, capek tapi puas pasti. Cuy!",
4245,UgxHOztfYKd8gyeo2a14AaABAg,Ada yang kenal alexis17? Mau ajak top up.,
4246,Ugya50EdE0-IvXlKvBt4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi toxic banget, auto win!",
4247,UgxMyS7YCOAKMWK1j4V4AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas update game.,
4248,UgyZafuc9q0iBt0yjvp4AaABAg,"Cita-cita jadi pro player kayak alexis17, tapi masih livestream.",
4249,Ugys5acq1HohSESuDj94AaABAg,"ALEXIS17 lagi apes, epic fail mulu dari tadi.",
4250,UgxQjMg6ael-nWqwXRJ4AaABAg,"Kelihatannya gampang banget ya, gw mentok di master 3 main sama orang random",
4251,Ugz9pYTISuNBHEIfv814AaABAg,"Wih, Update build item kali ini gede banget, 𝐀𝐋𝐄𝐗𝐈𝐒17 udah kelar download belom?",
4252,Ugx05IK82K8rnvYZZC14AaABAg,"Jangan remehin alexis17, sekali headshot kelar semua.",
4253,Ugwfv08TYBoz072DVyZ4AaABAg,"Kalo 𝐀𝐋𝐄𝐗𝐈𝐒17 main, pasti di-carry nya bagus.",
4254,Ugxf_MJO2kh5HXhWTT94AaABAg,"Damage ALEXIS17 gak ada obat, musuh auto rata. Keren!",
4255,Ugy-2Gf_jP4n9VrbTy14AaABAg,"ALEXIS17 lagi apes, epic fail mulu dari tadi.",
4256,UgxDcs6pqOoATgQgkm94AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, capek tapi puas pasti.",
4257,Ugyxdm0zDhUclztgSbV4AaABAg,"Gila, alexis17 tadi noob banget, auto win!",
4258,UgwiYcoyDH7ahOqgSDN4AaABAg,"Ketemu alexis17 di game, ternyata orangnya asik buat nonton turnamen.",
4259,UgyLkuAtmM8z8Cc9NE54AaABAg,Player clutch moment kayak alexis17 emang langka.,
4260,Ugx4bVKnnTah8bM8rP14AaABAg,"alexis17 dapet damage gak ada obat dong tadi malem, hoki tingkat dewa.",
4261,Ugyra6SLFYEqMLo_r7N4AaABAg,"Gila, ALEXIS17 tadi turnamen banget, auto win!",
4262,UgyAPIGDaJBWbLyVRGt4AaABAg,"Gila, ALEXIS17 tadi kill streak banget, auto win! Serius!",
4263,Ugxo4PButpXrET0DdlN4AaABAg,"Tim alexis17 kena comeback, bangga banget pasti.",
4264,UgyKywh2GKi8uMWSK_14AaABAg,"Ngakak liat kelakuan 𝐀𝐋𝐄𝐗𝐈𝐒17 pas nonton turnamen, squad banget.",
4265,Ugx68QJsRIz48I_O4ZJ4AaABAg,"Gila, ALEXIS17 tadi turnamen banget, auto win!",
4266,UgxZ0eULU51JYZ5lfhF4AaABAg,"Gila, ALEXIS17 tadi turnamen banget, auto win!",
4267,UgydSYiUueWPrFtGbHt4AaABAg,"Solid banget timnya Alexis17, pantesan sering turnamen.",
4268,Ugzg67VmJqpb_d3KxXp4AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas update game.,
4269,UgyOtsCvLeZcRt860Jt4AaABAg,"Damage Alexis17 gak ada obat, musuh auto rata.",
4270,UgwLfq_2YuleKmpkgxd4AaABAg,"Lagi update game nih, ditemenin 𝐀𝐋𝐄𝐗𝐈𝐒17. butuh hoki!",
4271,UgyBOxq5DFHQo-SHBIV4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, kompetitif abis pasti.",
4272,UgxQNvO5mqZxle743914AaABAg,"Asli, Jangan remehin 𝐀𝐋𝐄𝐗𝐈𝐒17, sekali sultan kelar semua.",
4273,Ugx5imoNtwhbegzxbCR4AaABAg,Ada yang kenal Alexis17? Mau ajak download game baru.,
4274,UgwpMxXfWSrYFmKbbwt4AaABAg,Ada yang tau build noob paling OP? Tanya 𝐀𝐋𝐄𝐗𝐈𝐒17 kali ya.,
4275,UgznbGAQYX3IKTPhJRl4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas bikin konten.,
4276,Ugx73HWZbiLzcdCwUl14AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi squad banget, auto win!",
4277,UgwYKYS2y5x01KOzxl14AaABAg,"Solid banget timnya alexis17, pantesan sering noob.",
4278,UgwY1AmgJOn2xgs9ecx4AaABAg,"Damage ALEXIS17 gak ada obat, musuh auto rata.",
4279,UgxZiz0gvJIX05UyKJN4AaABAg,Ada yang kenal Alexis17? Mau ajak download game baru.,
4280,UgwX7T8a1DwlrJquPzl4AaABAg,"alexis17 dapet epic fail dong tadi malem, hoki tingkat dewa.",
4281,Ugx8xkZkNDmbtN0kPh14AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas update game.,
4282,UgzizRr8rfr8DbGEiqN4AaABAg,Ada yang tau build headshot paling OP? Tanya ALEXIS17 kali ya.,
4283,UgxAFEpZatTDTr2g-WJ4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, seru banget pasti.",
4284,Ugxuc-Kgo6uG1vNM-094AaABAg,"Walaupun epic fail, Alexis17 tetep semangat nonton turnamen.",
4285,UgzHeEbWaClLZH7x-7N4AaABAg,Ada yang kenal ALEXIS17? Mau ajak beli skin.,
4286,UgzPR4EDlOsc1_0NW354AaABAg,"Kalo alexis17 main, pasti war nya bagus.",
4287,Ugx9aK3LJ-R_lKrL1Vh4AaABAg,"Lagi ikut mabar nih, ditemenin ALEXIS17. butuh hoki!",
4288,UgwbwhNbiEQqK14Vdkt4AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih headshot.",
4289,Ugw6IMb4GB0_q3NoUz14AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih headshot.",
4290,UgyO4BEKe2rnZiC7rxF4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi toxic banget, auto win!",
4291,UgzxKzgSF9w8pIVSXp14AaABAg,"Kalo ALEXIS17 udah damage gak ada obat, yang lain minggir aja. Asli!",
4292,UgyBXlFwDsGqsOOTgP14AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas top up.,
4293,Ugyv1xslvWnmwi7Iun14AaABAg,"Update livestream kali ini gede banget, 𝐀𝐋𝐄𝐗𝐈𝐒17 udah kelar download belom?",
4294,UgwePm0RfHUVFjgIaj54AaABAg,"alexis17 dapet damage gak ada obat dong tadi malem, hoki tingkat dewa.",
4295,UgyipMPNW_8eLRce4gp4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas ikut mabar.,
4296,UgxNhWhvBMrYVKlbcwZ4AaABAg,"Lagi ikut mabar nih, ditemenin ALEXIS17. butuh hoki!",
4297,UgwL2drR0N3SpP6zYKR4AaABAg,"Pengen punya PC kayak alexis17, biar update game lancar jaya.",
4298,Ugy3YlD2dfK16Ne5QJN4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi squad banget, auto win!",
4299,UgwWYEtomxf0T1NX0tp4AaABAg,"Damage ALEXIS17 gak ada obat, musuh auto rata.",
4300,UgwrPF46j0ji45CAY014AaABAg,"Tim ALEXIS17 kena comeback, butuh hoki pasti.",
4301,UgxR6kcFDqHqL2gNcPF4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas main game. Goks!,
4302,UgxOIr4aXMYZmgpgy4N4AaABAg,"Gear gaming alexis17 keren banget, sultan mah bebas.",
4303,Ugztfm71iezvekAuipt4AaABAg,Ada yang tau build build item paling OP? Tanya Alexis17 kali ya.,
4304,UgzfdVzHOrqgSs1mTx54AaABAg,"Info mabar dong, 𝐀𝐋𝐄𝐗𝐈𝐒17 lagi nyari temen nih.",
4305,UgzlpG-wrtJygieL-AF4AaABAg,"Walaupun epic fail, Alexis17 tetep semangat nonton turnamen.",
4306,UgwpZ265nQEx9v-FjrF4AaABAg,"Njir, Semalam beli skin bareng ALEXIS17 sampe pagi, capek tapi puas.",
4307,Ugy0EXm3a_Jmjr_TWcB4AaABAg,Player clutch moment kayak alexis17 emang langka.,
4308,UgzCRYzlgT2Y7Kmba6N4AaABAg,"Gila, ALEXIS17 tadi kill streak banget, auto win! Serius!",
